code,name,entry_date,entry_price,exit_date,exit_price,shares,pnl_jpy,pnl_pct,hold_days,exit_reason
6758,ソニーグループ,2026-01-13,3905.0,2026-01-22,3600.0,25,-8000.249999999985,-0.08178521318438653,9,stop_loss
