code,name,entry_date,entry_price,exit_date,exit_price,shares,pnl_jpy,pnl_pct,hold_days,exit_reason
6758,ソニーグループ,2026-01-20,3706.0,2026-01-28,3371.0,26,-9078.003999999986,-0.0940251176007401,8,stop_loss
