code,name,entry_date,entry_price,exit_date,exit_price,shares,pnl_jpy,pnl_pct,hold_days,exit_reason
6758,ソニーグループ,2026-01-19,3770.0,2026-01-27,3420.0,26,-9473.879999999976,-0.09645960069251394,8,stop_loss
