week,margin_short,margin_long,ratio
2025-05-16,0.0,548.1,
2025-05-23,0.0,670.2,
2025-05-30,0.0,633.1,
2025-06-06,1.0,541.5,541.5
2025-06-13,0.0,570.1,
2025-06-20,0.0,544.4,
2025-07-04,0.0,616.2,
2025-07-11,0.0,594.3,
2025-07-18,0.0,620.5,
2025-07-25,0.0,631.9,
2025-08-01,0.0,685.9,
2025-08-08,0.0,769.7,
2025-08-15,0.2,772.2,3861.0
2025-08-22,0.0,816.5,
2025-08-29,0.0,764.0,
2025-09-05,0.0,739.2,
2025-09-12,0.0,754.9,
2025-09-19,0.0,777.6,
2025-09-26,0.0,759.5,
2025-10-03,0.0,860.8,
2025-10-10,0.0,807.2,
2025-10-17,0.0,831.2,
2025-10-24,0.0,831.3,
2025-10-31,0.0,842.9,
2025-11-07,0.0,825.5,
2025-11-14,0.0,824.3,
2025-11-21,0.0,864.3,
2025-11-28,0.0,922.7,
2025-12-05,1.0,981.2,981.2
2025-12-12,0.0,1008.7,
2025-12-19,0.0,1123.7,
2025-12-26,0.0,1253.2,
2026-01-09,0.0,1263.1,
2026-01-16,0.0,1259.5,
2026-01-23,0.0,1241.5,
2026-01-30,0.0,1185.8,
2026-02-06,0.0,1169.8,
2026-02-13,2.1,1141.0,543.33
2026-02-20,0.0,1001.1,
2026-02-27,0.0,1002.4,
2026-03-06,0.0,844.2,
2026-03-13,0.0,791.9,
2026-03-19,0.0,852.9,
2026-03-20,0.0,852900.0,
2026-03-27,0.0,854.2,
2026-04-03,0.0,830.2,
2026-04-10,0.0,857.7,
2026-04-17,0.0,942.7,
2026-04-24,0.0,963.5,
2026-05-01,0.0,951.1,
2026-05-15,0.0,970.5,
2026-05-22,0.0,853.1,
2026-05-29,0.0,843.4,
