week,margin_short,margin_long,ratio
2025/12/12,31300.0,142100.0,4.54
2025/12/19,87500.0,160800.0,1.84
2025/12/26,303500.0,138800.0,0.46
2026-05-01,131300.0,239800.0,0.5475
2026-05-15,126500.0,263800.0,0.4795
2026/1/16,92000.0,167500.0,1.82
2026/1/23,117900.0,152400.0,1.29
2026/1/30,143200.0,223900.0,1.56
2026/1/9,89000.0,161400.0,1.81
2026/2/13,199400.0,239300.0,1.2
2026/2/20,183800.0,270000.0,1.47
2026/2/27,180800.0,230000.0,1.27
2026/2/6,167600.0,225000.0,1.34
2026/3/13,169200.0,281400.0,1.66
2026/3/20,174100.0,281100.0,1.61
2026/3/27,182000.0,263900.0,1.45
2026/3/6,178800.0,250200.0,1.4
2026/4/10,153900.0,266800.0,1.73
2026/4/17,137800.0,250400.0,1.82
2026/4/24,137800.0,251400.0,1.82
2026/4/3,171100.0,259400.0,1.52
2026/5/1,131300.0,239800.0,1.83
