week,margin_short,margin_long,ratio
2025-07-04,0.0,1046.4,
2025-07-11,1.2,1082.6,902.17
2025-07-18,0.0,1079.6,
2025-07-25,0.0,1037.7,
2025-08-01,0.0,914.0,
2025-08-08,0.0,808.9,
2025-08-15,0.0,762.3,
2025-08-22,0.0,786.0,
2025-08-29,0.0,775.3,
2025-09-05,0.0,759.5,
2025-09-12,0.0,681.9,
2025-09-19,0.2,701.6,3508.0
2025-09-26,0.0,702.7,
2025-10-03,0.0,641.1,
2025-10-10,0.0,576.3,
2025-10-17,0.0,615.5,
2025-10-24,0.0,551.5,
2025-10-31,0.0,574.9,
2025-11-07,0.0,559.7,
2025-11-14,0.0,543.6,
2025-11-21,0.0,545.7,
2025-11-28,0.0,514.1,
2025-12-05,0.0,501.8,
2025-12-12,0.0,485.7,
2025-12-19,0.0,460.8,
2025-12-26,0.0,445.5,
2026-01-09,0.0,326.3,
2026-01-16,0.0,360.0,
2026-01-23,0.0,379.7,
2026-01-30,0.0,374.9,
2026-02-06,0.0,301.5,
2026-02-13,0.0,243.5,
2026-02-20,0.0,218.9,
2026-02-27,0.0,221.3,
2026-03-06,0.0,268.7,
2026-03-13,0.0,237.5,
2026-03-19,0.0,224.3,
2026-03-20,0.0,224300.0,
2026-03-27,0.0,241.4,
2026-04-03,0.0,237.8,
2026-04-10,0.0,226.4,
2026-04-17,0.0,227.2,
2026-04-24,0.0,236.4,
2026-05-01,0.0,223.7,
2026-05-15,0.0,224.1,
2026-05-22,0.0,223.3,
2026-05-29,0.0,221.0,
2026-07-17,0.0,207.6,
2026-07-24,0.0,198.9,
2026-07-31,0.0,199.2,
2026-08-07,0.0,179.3,
2026-08-14,0.0,172.5,
2026-08-21,0.0,158.3,
