week,margin_short,margin_long,ratio
2025-05-16,4.6,173.9,37.8
2025-05-23,2.0,174.3,87.15
2025-05-30,0.9,170.7,189.67
2025-06-06,1.0,170.0,170.0
2025-06-13,0.7,169.3,241.86
2025-06-20,0.7,170.1,243.0
2025-07-04,8.0,172.3,21.54
2025-07-11,5.4,167.3,30.98
2025-07-18,3.8,163.4,43.0
2025-07-25,7.8,199.0,25.51
2025-08-01,14.9,157.1,10.54
2025-08-08,14.3,153.5,10.73
2025-08-15,15.0,149.9,9.99
2025-08-22,15.8,154.8,9.8
2025-08-29,17.0,154.9,9.11
2025-09-05,13.9,169.0,12.16
2025-09-12,12.5,168.7,13.5
2025-09-19,18.0,157.4,8.74
2025-09-26,19.9,156.7,7.87
2025-10-03,20.0,156.6,7.83
2025-10-10,20.1,156.2,7.77
2025-10-17,22.5,155.9,6.93
2025-10-24,20.5,154.0,7.51
2025-10-31,16.0,157.1,9.82
2025-11-07,10.1,160.7,15.91
2025-11-14,7.0,168.9,24.13
2025-11-21,5.1,166.6,32.67
2025-11-28,4.8,167.5,34.9
2025-12-05,4.3,166.1,38.63
2025-12-12,10.0,178.4,17.84
2025-12-19,6.0,167.6,27.93
2025-12-26,5.4,170.3,31.54
2026-01-09,4.4,170.9,38.84
2026-01-16,4.7,175.9,37.43
2026-01-23,4.2,176.6,42.05
2026-01-30,3.7,183.7,49.65
2026-02-06,3.6,188.5,52.36
2026-02-13,3.1,186.7,60.23
2026-02-20,7.3,189.8,26.0
2026-02-27,9.5,192.0,20.21
2026-03-06,18.1,185.3,10.24
2026-03-13,25.8,171.7,6.66
2026-03-19,27.0,171.0,6.33
2026-03-27,32.0,78.2,2.44
2026-04-03,35.2,28.7,0.82
2026-04-10,32.4,29.2,0.9
2026-04-17,31.3,28.2,0.9
2026-04-24,36.0,29.7,0.83
2026-05-01,34.6,29.5,0.85
2026-05-15,37.2,55.5,1.49
2026-05-22,51.0,66.4,1.3
2026-05-29,60.4,63.7,1.05
2026-07-17,68.1,23.1,0.34
2026-07-24,64.4,22.7,0.35
2026-07-31,61.8,21.1,0.34
