date,open,high,low,close,adj close,volume,dividends,stock splits
2025-12-12,4395.0,4415.0,4325.0,4415.0,4335.65478515625,63100.0,0.0,0.0
2025-12-15,4460.0,4480.0,4385.0,4425.0,4345.47509765625,59700.0,0.0,0.0
2025-12-16,4425.0,4425.0,4305.0,4315.0,4237.45166015625,50800.0,0.0,0.0
2025-12-17,4310.0,4320.0,4250.0,4295.0,4217.8115234375,34400.0,0.0,0.0
2025-12-18,4320.0,4335.0,4285.0,4315.0,4237.45166015625,45100.0,0.0,0.0
2025-12-19,4310.0,4345.0,4285.0,4285.0,4207.9912109375,167400.0,0.0,0.0
2025-12-22,4335.0,4365.0,4290.0,4315.0,4237.45166015625,52200.0,0.0,0.0
2025-12-23,4315.0,4355.0,4305.0,4340.0,4262.00244140625,32100.0,0.0,0.0
2025-12-24,4320.0,4375.0,4320.0,4350.0,4271.82275390625,36200.0,0.0,0.0
2025-12-25,4355.0,4380.0,4340.0,4365.0,4286.55322265625,17800.0,0.0,0.0
2025-12-26,4380.0,4385.0,4325.0,4345.0,4266.91259765625,37500.0,0.0,0.0
2025-12-29,4350.0,4365.0,4320.0,4345.0,4266.91259765625,41000.0,0.0,0.0
2025-12-30,4365.0,4365.0,4285.0,4285.0,4207.9912109375,40000.0,0.0,0.0
2026-01-05,4300.0,4400.0,4300.0,4350.0,4271.82275390625,58600.0,0.0,0.0
2026-01-06,4375.0,4405.0,4340.0,4375.0,4296.37353515625,54700.0,0.0,0.0
2026-01-07,4345.0,4415.0,4325.0,4350.0,4271.82275390625,52100.0,0.0,0.0
2026-01-08,4350.0,4375.0,4290.0,4305.0,4227.6318359375,67100.0,0.0,0.0
2026-01-09,4355.0,4415.0,4335.0,4375.0,4296.37353515625,56300.0,0.0,0.0
2026-01-13,4440.0,4470.0,4390.0,4410.0,4330.74462890625,78900.0,0.0,0.0
2026-01-14,4370.0,4415.0,4365.0,4400.0,4320.92431640625,74700.0,0.0,0.0
2026-01-15,4350.0,4375.0,4325.0,4355.0,4276.73291015625,65400.0,0.0,0.0
2026-01-16,4375.0,4430.0,4355.0,4430.0,4350.38525390625,102600.0,0.0,0.0
2026-01-19,4420.0,4420.0,4340.0,4390.0,4311.10400390625,50800.0,0.0,0.0
2026-01-20,4370.0,4395.0,4335.0,4350.0,4271.82275390625,53600.0,0.0,0.0
2026-01-21,4310.0,4365.0,4300.0,4365.0,4286.55322265625,64000.0,0.0,0.0
2026-01-22,4355.0,4440.0,4355.0,4425.0,4345.47509765625,53200.0,0.0,0.0
2026-01-23,4440.0,4450.0,4390.0,4420.0,4340.56494140625,60400.0,0.0,0.0
2026-01-26,4350.0,4370.0,4285.0,4300.0,4222.7216796875,48100.0,0.0,0.0
2026-01-27,4245.0,4300.0,4230.0,4285.0,4207.9912109375,49300.0,0.0,0.0
2026-01-28,4260.0,4270.0,4205.0,4225.0,4149.0693359375,67100.0,0.0,0.0
2026-01-29,4225.0,4250.0,4175.0,4250.0,4173.6201171875,53700.0,0.0,0.0
2026-01-30,4250.0,4280.0,4230.0,4250.0,4173.6201171875,80600.0,0.0,0.0
2026-02-02,3970.0,4150.0,3960.0,4000.0,3928.113037109375,204500.0,0.0,0.0
2026-02-03,4015.0,4095.0,3995.0,4085.0,4011.58544921875,110100.0,0.0,0.0
2026-02-04,4085.0,4180.0,4065.0,4160.0,4085.237548828125,93300.0,0.0,0.0
2026-02-05,4165.0,4205.0,4145.0,4145.0,4070.507080078125,61000.0,0.0,0.0
2026-02-06,4135.0,4205.0,4095.0,4195.0,4119.6083984375,71900.0,0.0,0.0
2026-02-09,4265.0,4275.0,4205.0,4240.0,4163.7998046875,56000.0,0.0,0.0
2026-02-10,4235.0,4320.0,4235.0,4305.0,4227.6318359375,99700.0,0.0,0.0
2026-02-12,4350.0,4425.0,4305.0,4425.0,4345.47509765625,100400.0,0.0,0.0
2026-02-13,4425.0,4430.0,4325.0,4355.0,4276.73291015625,60700.0,0.0,0.0
2026-02-16,4385.0,4385.0,4315.0,4330.0,4252.18212890625,45600.0,0.0,0.0
2026-02-17,4315.0,4365.0,4290.0,4360.0,4281.64306640625,47400.0,0.0,0.0
2026-02-18,4370.0,4445.0,4370.0,4410.0,4330.74462890625,96400.0,0.0,0.0
2026-02-19,4445.0,4615.0,4435.0,4535.0,4453.498046875,210500.0,0.0,0.0
2026-02-20,4525.0,4595.0,4500.0,4510.0,4428.947265625,110800.0,0.0,0.0
2026-02-24,4510.0,4560.0,4400.0,4560.0,4478.048828125,99600.0,0.0,0.0
2026-02-25,4570.0,4610.0,4550.0,4560.0,4478.048828125,89500.0,0.0,0.0
2026-02-26,4575.0,4575.0,4470.0,4485.0,4404.396484375,75500.0,0.0,0.0
2026-02-27,4505.0,4620.0,4485.0,4620.0,4536.970703125,76700.0,0.0,0.0
2026-03-02,4550.0,4550.0,4455.0,4520.0,4438.767578125,72000.0,0.0,0.0
2026-03-03,4485.0,4505.0,4295.0,4315.0,4237.45166015625,119200.0,0.0,0.0
2026-03-04,4245.0,4250.0,4010.0,4070.0,3996.85498046875,115800.0,0.0,0.0
2026-03-05,4210.0,4240.0,4095.0,4140.0,4065.596923828125,69900.0,0.0,0.0
2026-03-06,4100.0,4150.0,4080.0,4140.0,4065.596923828125,56000.0,0.0,0.0
2026-03-09,3890.0,3905.0,3780.0,3830.0,3761.168212890625,128900.0,0.0,0.0
2026-03-10,3900.0,3980.0,3860.0,3870.0,3800.44921875,155100.0,0.0,0.0
2026-03-11,3965.0,3985.0,3915.0,3935.0,3864.28125,83400.0,0.0,0.0
2026-03-12,3900.0,3910.0,3845.0,3895.0,3825.0,114100.0,0.0,0.0
2026-03-13,3825.0,3840.0,3760.0,3805.0,3736.617431640625,237400.0,0.0,0.0
2026-03-16,3765.0,3815.0,3740.0,3750.0,3682.60595703125,89500.0,0.0,0.0
2026-03-17,3790.0,3810.0,3750.0,3760.0,3692.42626953125,56900.0,0.0,0.0
2026-03-18,3810.0,3905.0,3785.0,3905.0,3834.8203125,79300.0,0.0,0.0
2026-03-19,3790.0,3825.0,3770.0,3815.0,3746.437744140625,274100.0,0.0,0.0
2026-03-23,3775.0,3785.0,3675.0,3690.0,3623.684326171875,107700.0,0.0,0.0
2026-03-24,3830.0,3860.0,3785.0,3830.0,3761.168212890625,89700.0,0.0,0.0
2026-03-25,3955.0,3990.0,3930.0,3955.0,3883.921630859375,90700.0,0.0,0.0
2026-03-26,3960.0,3990.0,3870.0,3930.0,3859.37109375,70100.0,0.0,0.0
2026-03-27,3885.0,3915.0,3860.0,3895.0,3825.0,90900.0,0.0,0.0
2026-03-30,3670.0,3760.0,3650.0,3755.0,3755.0,136500.0,70.0,0.0
2026-03-31,3695.0,3815.0,3690.0,3760.0,3760.0,84000.0,0.0,0.0
2026-04-01,3895.0,3930.0,3825.0,3930.0,3930.0,72700.0,0.0,0.0
2026-04-02,3930.0,3965.0,3845.0,3860.0,3860.0,70500.0,0.0,0.0
2026-04-03,3870.0,3920.0,3865.0,3890.0,3890.0,33800.0,0.0,0.0
2026-04-06,3900.0,3960.0,3900.0,3915.0,3915.0,38100.0,0.0,0.0
2026-04-07,3930.0,3960.0,3905.0,3925.0,3925.0,22900.0,0.0,0.0
2026-04-08,4065.0,4080.0,4025.0,4070.0,4070.0,79100.0,0.0,0.0
2026-04-09,4070.0,4085.0,4000.0,4015.0,4015.0,69800.0,0.0,0.0
2026-04-10,4095.0,4390.0,4095.0,4375.0,4375.0,237200.0,0.0,0.0
2026-04-13,4305.0,4325.0,4225.0,4240.0,4240.0,169400.0,0.0,0.0
2026-04-14,4295.0,4365.0,4290.0,4325.0,4325.0,78400.0,0.0,0.0
2026-04-15,4365.0,4390.0,4225.0,4255.0,4255.0,66300.0,0.0,0.0
2026-04-16,4260.0,4295.0,4235.0,4245.0,4245.0,72900.0,0.0,0.0
2026-04-17,4265.0,4355.0,4260.0,4355.0,4355.0,115100.0,0.0,0.0
2026-04-20,4365.0,4395.0,4345.0,4355.0,4355.0,55400.0,0.0,0.0
2026-04-21,4355.0,4390.0,4300.0,4310.0,4310.0,52100.0,0.0,0.0
2026-04-22,4310.0,4340.0,4230.0,4245.0,4245.0,43100.0,0.0,0.0
2026-04-23,4200.0,4230.0,4155.0,4175.0,4175.0,72800.0,0.0,0.0
2026-04-24,4150.0,4200.0,4100.0,4165.0,4165.0,85000.0,0.0,0.0
2026-04-27,4175.0,4320.0,4120.0,4280.0,4280.0,92500.0,0.0,0.0
2026-04-28,4270.0,4285.0,4235.0,4265.0,4265.0,160900.0,0.0,0.0
2026-04-30,4200.0,4250.0,4130.0,4175.0,4175.0,92100.0,0.0,0.0
2026-05-01,4205.0,4260.0,4085.0,4210.0,4210.0,203600.0,0.0,0.0
2026-05-07,4330.0,4635.0,4330.0,4580.0,4580.0,226500.0,0.0,0.0
