week,margin_short,margin_long,ratio
2025-07-04,0.0,304.8,
2025-07-11,0.3,284.1,947.0
2025-07-18,0.0,556.7,
2025-07-25,0.0,501.0,
2025-08-01,0.0,465.5,
2025-08-08,0.0,443.3,
2025-08-15,0.0,203.2,
2025-08-22,0.0,196.5,
2025-08-29,2.0,358.3,179.15
2025-09-05,0.0,395.6,
2025-09-12,0.0,389.0,
2025-09-19,0.0,352.4,
2025-09-26,0.0,422.3,
2025-10-03,0.0,402.8,
2025-10-10,0.0,431.5,
2025-10-17,0.0,548.4,
2025-10-24,0.0,547.7,
2025-10-31,0.0,568.6,
2025-11-07,0.0,576.6,
2025-11-14,0.0,591.5,
2025-11-21,0.0,504.1,
2025-11-28,0.0,504.2,
2025-12-05,0.0,478.2,
2025-12-12,0.0,485.6,
2025-12-19,0.0,461.2,
2025-12-26,0.0,468.4,
2026-01-09,0.0,468.1,
2026-01-16,0.3,584.1,1947.0
2026-01-23,0.0,583.0,
2026-01-30,0.0,599.2,
2026-02-06,0.0,586.9,
2026-02-13,0.0,588.3,
2026-02-20,0.0,588.3,
2026-02-27,0.0,504.6,
2026-03-06,0.1,475.1,4751.0
2026-03-13,0.0,458.4,
2026-03-19,0.0,447.3,
2026-03-20,0.0,447300.0,
2026-03-27,0.0,428.4,
2026-04-03,0.0,406.0,
2026-04-10,0.0,388.3,
2026-04-17,0.1,337.9,3379.0
2026-04-24,0.0,329.8,
2026-05-01,0.0,324.3,
2026-05-15,0.0,323.9,
2026-05-22,0.0,317.6,
2026-05-29,0.0,307.5,
2026-07-17,0.0,210.2,
