week,margin_short,margin_long,ratio
2025-05-16,1.1,20.6,18.73
2025-05-23,1.3,22.7,17.46
2025-05-30,1.6,19.8,12.38
2025-06-06,3.6,23.7,6.58
2025-06-13,1.8,21.1,11.72
2025-06-20,5.0,23.7,4.74
2025-07-04,4.1,22.4,5.46
2025-07-11,2.7,26.7,9.89
2025-07-18,0.9,22.3,24.78
2025-07-25,1.8,18.3,10.17
2025-08-01,2.2,17.5,7.95
2025-08-08,1.4,16.9,12.07
2025-08-15,1.6,18.6,11.63
2025-08-22,1.9,18.3,9.63
2025-08-29,0.5,16.7,33.4
2025-09-05,1.4,15.7,11.21
2025-09-12,0.9,17.7,19.67
2025-09-19,1.1,17.1,15.55
2025-09-26,3.4,17.7,5.21
2025-10-03,2.4,15.3,6.38
2025-10-10,2.5,16.1,6.44
2025-10-17,3.5,16.8,4.8
2025-10-24,2.2,14.9,6.77
2025-10-31,2.6,15.3,5.88
2025-11-07,2.2,16.2,7.36
2025-11-14,4.4,19.7,4.48
2025-11-21,4.1,20.7,5.05
2025-11-28,3.8,24.1,6.34
2025-12-05,4.3,21.8,5.07
2025-12-12,4.9,28.0,5.71
2025-12-19,5.3,29.4,5.55
2025-12-26,6.7,27.9,4.16
2026-01-09,7.0,29.2,4.17
2026-01-16,6.6,29.1,4.41
2026-01-23,6.4,40.4,6.31
2026-01-30,8.1,47.2,5.83
2026-02-06,8.6,41.7,4.85
2026-02-13,9.5,38.5,4.05
2026-02-20,8.8,40.6,4.61
2026-02-27,29.5,37.3,1.26
2026-03-06,74.8,35.6,0.48
2026-03-13,131.0,34.2,0.26
2026-03-19,204.6,35.1,0.17
2026-03-20,204600.0,35100.0,0.17
2026-03-26,426.2,32.9,0.08
2026-03-27,545.6,29.7,0.05
2026-03-30,16.8,29.0,1.73
2026-04-03,13.0,31.2,2.4
2026-04-10,10.6,30.5,2.88
2026-04-17,9.5,31.4,3.31
2026-04-24,10.3,32.2,3.13
2026-05-01,11.2,31.4,2.8
2026-05-15,8.7,32.2,3.7
2026-05-22,5.6,35.8,6.39
2026-05-29,6.2,35.8,5.77
2026-07-17,3.4,26.6,7.82
2026-07-24,4.8,26.9,5.6
2026-07-31,3.3,22.9,6.94
2026-08-07,3.1,23.3,7.52
2026-08-14,3.5,23.4,6.69
2026-08-21,3.9,24.7,6.33
