week,margin_short,margin_long,ratio
2025-10-31,0.0,978.4,
2025-11-07,0.0,958.6,
2025-11-14,0.0,862.6,
2025-11-21,0.0,854.6,
2025-11-28,0.0,840.8,
2025-12-05,0.0,711.8,
2025-12-12,0.0,703.9,
2025-12-19,0.0,727.4,
2025-12-26,0.0,699.6,
2026-01-09,0.0,612.8,
2026-01-16,0.0,669.1,
2026-01-23,0.0,648.5,
2026-01-30,0.0,674.6,
2026-02-06,0.0,680.0,
2026-02-13,0.0,675.4,
2026-02-20,0.0,880.3,
2026-02-27,0.0,827.6,
2026-03-06,0.0,740.0,
2026-03-13,0.0,748.3,
2026-03-19,0.0,788.2,
2026-03-27,0.0,757.1,
2026-04-03,0.0,713.8,
2026-04-10,0.0,690.6,
2026-04-17,0.0,799.1,
2026-04-24,0.0,809.9,
2026-05-01,0.0,869.1,
2026-05-15,0.0,971900.0,
