week,margin_short,margin_long,ratio
2025-05-16,0.0,212.4,
2025-05-23,0.0,210.8,
2025-05-30,0.0,209.8,
2025-06-06,0.0,210.5,
2025-06-13,0.0,209.5,
2025-06-20,0.0,201.4,
2025-07-04,0.0,201.6,
2025-07-11,0.0,200.2,
2025-07-18,0.0,200.8,
2025-07-25,0.0,190.1,
2025-08-01,0.0,186.6,
2025-08-08,0.0,140.9,
2025-08-15,0.0,145.1,
2025-08-22,0.0,144.8,
2025-08-29,0.0,145.0,
2025-09-05,0.0,141.9,
2025-09-12,0.0,137.6,
2025-09-19,0.0,135.4,
2025-09-26,0.0,133.5,
2025-10-03,0.0,131.2,
2025-10-10,0.0,128.7,
2025-10-17,0.0,128.7,
2025-10-24,0.0,127.6,
2025-10-31,0.0,127.5,
2025-11-07,0.0,124.2,
2025-11-14,0.1,127.1,1271.0
2025-11-21,0.7,291.3,416.14
2025-11-25,0.0,298.5,
2025-11-26,1.0,299.0,299.0
2025-11-27,0.0,319.2,
2025-11-28,0.0,311.0,
2025-12-01,0.0,310.8,
2025-12-02,0.0,305.4,
2025-12-03,0.1,301.4,3014.0
2025-12-04,0.0,302.2,
2025-12-05,0.0,296.7,
2025-12-08,0.0,293.2,
2025-12-09,1.0,287.9,287.9
2025-12-10,0.0,298.6,
2025-12-11,15.1,288.7,19.12
2025-12-12,1.5,292.6,195.07
2025-12-15,0.8,321.0,401.25
2025-12-16,1.6,338.6,211.63
2025-12-17,0.0,328.7,
2025-12-18,0.0,321.5,
2025-12-19,0.0,336.3,
2025-12-26,0.0,401.4,
2026-01-09,0.0,378.9,
2026-01-16,3.9,422.2,108.26
2026-01-22,1.8,439.6,244.22
2026-01-23,3.6,428.9,119.14
2026-01-26,0.4,455.6,1139.0
2026-01-27,0.4,451.8,1129.5
2026-01-28,0.0,471.8,
2026-01-29,1.7,437.6,257.41
2026-01-30,0.3,429.4,1431.33
2026-02-02,0.0,416.9,
2026-02-03,0.0,411.9,
2026-02-04,0.1,429.0,4290.0
2026-02-06,0.0,433.5,
2026-02-13,0.0,424.0,
2026-02-20,0.0,454.9,
2026-02-27,0.0,464.5,
2026-03-06,16.8,484.2,28.82
2026-03-13,0.3,587.0,1956.67
2026-03-19,0.0,549.2,
2026-03-27,0.0,562.3,
2026-04-03,0.0,520.3,
2026-04-10,0.0,498.7,
2026-04-17,0.0,486.8,
2026-04-24,5.8,493.1,85.02
2026-05-01,0.0,492.0,
2026-05-15,0.0,488.7,
2026-05-22,0.0,469.2,
2026-05-29,0.0,474.2,
