week,margin_short,margin_long,ratio
2025-05-16,0.0,229.2,
2025-05-23,0.0,203.1,
2025-05-30,0.0,214.5,
2025-06-06,0.0,212.0,
2025-06-13,0.0,225.2,
2025-06-20,0.0,202.4,
2025-07-04,0.0,194.7,
2025-07-11,0.0,186.7,
2025-07-18,0.0,156.2,
2025-07-25,0.0,165.9,
2025-08-01,0.0,183.9,
2025-08-08,0.0,211.8,
2025-08-15,0.0,221.2,
2025-08-22,0.0,265.9,
2025-08-29,0.6,294.2,490.33
2025-09-05,0.0,300.9,
2025-09-12,0.0,308.0,
2025-09-19,0.0,331.8,
2025-09-26,0.0,274.8,
2025-10-03,16.2,274.5,16.94
2025-10-10,30.1,281.4,9.35
2025-10-17,38.4,244.8,6.38
2025-10-24,39.6,246.4,6.22
2025-10-31,39.9,260.5,6.53
2025-11-07,39.4,256.1,6.5
2025-11-14,80.0,393.4,4.92
2025-11-21,140.3,374.7,2.67
2025-11-28,142.2,467.2,3.29
2025-12-05,187.4,432.4,2.31
2025-12-12,201.4,488.4,2.43
2025-12-19,176.9,458.3,2.59
2025-12-26,142.9,438.7,3.07
2026-01-06,231.3,524.7,2.27
2026-01-07,607.4,802.2,1.32
2026-01-08,403.9,520.8,1.29
2026-01-09,324.2,582.4,1.8
2026-01-13,328.7,657.9,2.0
2026-01-14,296.6,648.1,2.19
2026-01-15,288.5,637.8,2.21
2026-01-16,272.9,626.8,2.3
2026-01-19,270.1,630.5,2.33
2026-01-20,253.3,625.2,2.47
2026-01-21,217.4,607.8,2.8
2026-01-22,208.8,585.6,2.8
2026-01-23,204.9,573.1,2.8
2026-01-26,200.0,556.7,2.78
2026-01-27,199.9,566.4,2.83
2026-01-28,191.2,565.8,2.96
2026-01-29,175.1,557.4,3.18
2026-01-30,165.4,548.3,3.31
2026-02-02,160.2,547.9,3.42
2026-02-03,163.1,567.4,3.48
2026-02-04,157.9,565.6,3.58
2026-02-05,154.9,576.1,3.72
2026-02-06,153.7,576.5,3.75
2026-02-09,148.4,564.1,3.8
2026-02-10,146.0,577.9,3.96
2026-02-12,147.3,599.3,4.07
2026-02-13,136.7,579.5,4.24
2026-02-16,132.2,576.0,4.36
2026-02-17,129.0,565.7,4.39
2026-02-18,122.2,554.6,4.54
2026-02-19,122.1,549.9,4.5
2026-02-20,120.8,544.0,4.5
2026-02-24,120.8,536.3,4.44
2026-02-25,120.8,537.1,4.45
2026-02-26,120.8,529.6,4.38
2026-02-27,116.8,515.7,4.42
2026-03-02,103.3,500.6,4.85
2026-03-03,103.3,500.7,4.85
2026-03-04,103.3,486.6,4.71
2026-03-05,103.3,481.8,4.66
2026-03-06,102.2,481.0,4.71
2026-03-09,102.1,471.3,4.62
2026-03-10,102.1,464.7,4.55
2026-03-11,102.1,467.2,4.58
2026-03-12,101.0,470.0,4.65
2026-03-13,99.8,469.5,4.7
2026-03-16,93.8,467.2,4.98
2026-03-17,92.5,461.1,4.98
2026-03-18,88.5,457.2,5.17
2026-03-19,86.3,455.8,5.28
2026-03-20,86300.0,455800.0,5.28
2026-03-23,78.3,449.0,5.73
2026-03-24,73.3,441.9,6.03
2026-03-25,67.2,439.0,6.53
2026-03-26,59.7,438.9,7.35
2026-03-27,56.8,442.8,7.8
2026-03-30,53.6,441.1,8.23
2026-03-31,52.6,430.1,8.18
2026-04-01,51.3,428.1,8.35
2026-04-02,50.2,425.5,8.48
2026-04-03,50.2,423.0,8.43
2026-04-06,49.1,418.5,8.52
2026-04-07,47.6,417.6,8.77
2026-04-08,47.6,418.2,8.79
2026-04-09,46.9,418.9,8.93
2026-04-10,45.6,428.4,9.39
2026-04-13,45.6,428.0,9.39
2026-04-14,43.7,426.9,9.77
2026-04-15,42.1,430.6,10.23
2026-04-16,41.4,427.4,10.32
2026-04-17,40.5,424.9,10.49
2026-04-20,40.4,423.9,10.49
2026-04-21,39.7,423.9,10.68
2026-04-22,39.5,423.6,10.72
2026-04-23,38.0,422.6,11.12
2026-04-24,35.3,422.8,11.98
2026-04-27,35.0,424.2,12.12
2026-04-28,33.7,419.0,12.43
2026-04-30,32.7,419.7,12.83
2026-05-01,32.5,419.9,12.92
2026-05-07,32.0,418.8,13.09
2026-05-08,30.6,417.8,13.65
2026-05-11,30.1,415.9,13.82
2026-05-12,29.5,416.5,14.12
2026-05-13,28.7,416.6,14.52
2026-05-14,28.6,415.6,14.53
2026-05-15,25.4,415.2,16.35
2026-05-18,22.7,379.8,16.73
2026-05-19,21.0,377.5,17.98
2026-05-20,23.1,377.7,16.35
2026-05-21,24.3,349.8,14.4
2026-05-22,25.1,333.9,13.3
2026-05-25,25.6,338.1,13.21
2026-05-26,25.8,343.7,13.32
2026-05-27,26.0,339.6,13.06
2026-05-28,26.1,333.1,12.76
2026-05-29,26.4,332.3,12.59
2026-06-01,25.4,330.3,13.0
2026-06-02,26.3,320.3,12.18
2026-06-03,25.3,319.6,12.63
2026-06-04,25.2,313.7,12.45
2026-06-05,24.3,310.9,12.79
2026-06-08,24.6,316.2,12.85
2026-06-09,24.7,314.7,12.74
2026-06-10,26.0,311.9,12.0
2026-06-11,27.1,309.4,11.42
2026-06-12,27.7,305.4,11.03
2026-06-15,30.2,303.8,10.06
2026-06-16,31.0,304.0,9.81
2026-06-18,31.5,297.8,9.45
2026-06-19,32.1,297.7,9.27
2026-06-22,38.7,285.5,7.38
2026-06-23,38.7,285.8,7.39
2026-06-24,39.2,287.4,7.33
2026-06-25,39.3,286.9,7.3
2026-06-26,39.9,285.1,7.15
2026-06-29,40.4,281.6,6.97
2026-06-30,41.3,281.8,6.82
2026-07-02,39.3,273.0,6.95
2026-07-03,38.2,266.4,6.97
