week,margin_short,margin_long,ratio
2025-05-16,0.0,244.9,
2025-05-23,0.0,255.8,
2025-05-30,0.0,246.4,
2025-06-06,0.0,255.3,
2025-06-13,0.0,292.2,
2025-06-20,0.0,388.7,
2025-07-04,0.0,529.1,
2025-07-11,0.0,436.3,
2025-07-18,0.0,398.5,
2025-07-25,0.0,385.2,
2025-08-01,0.3,567.0,1890.0
2025-08-08,0.0,572.7,
2025-08-15,0.0,558.5,
2025-08-22,0.0,546.9,
2025-08-29,0.0,542.7,
2025-09-05,0.0,528.7,
2025-09-12,0.0,498.4,
2025-09-19,0.0,492.6,
2025-09-26,0.0,490.6,
2025-10-03,0.0,448.0,
2025-10-10,0.0,445.8,
2025-10-17,0.0,407.7,
2025-10-24,0.0,412.9,
2025-10-31,0.0,397.0,
2025-11-07,0.0,387.8,
2025-11-14,0.0,347.7,
2025-11-21,0.0,340.9,
2025-11-28,0.0,337.1,
2025-12-05,0.0,334.9,
2025-12-12,0.0,339.5,
2025-12-19,0.0,333.3,
2025-12-26,0.0,474.6,
2026-01-09,0.0,488.6,
2026-01-16,0.0,498.1,
2026-01-23,1.3,513.6,395.08
2026-01-30,0.0,484.8,
2026-02-06,0.0,446.8,
2026-02-13,0.0,431.4,
2026-02-20,0.0,418.1,
2026-02-27,0.0,401.8,
2026-03-06,0.0,376.9,
2026-03-13,0.0,372.6,
2026-03-19,0.0,355.4,
2026-03-27,0.0,344.2,
2026-04-03,0.0,341.3,
2026-04-10,1.9,349.4,183.89
2026-04-17,0.0,358.6,
2026-04-24,0.0,356.2,
2026-05-01,0.0,356.6,
2026-05-15,0.0,364700.0,
