week,margin_short,margin_long,ratio
2025-12-26,0.0,74.7,
2026-01-09,0.0,222.2,
2026-01-16,0.0,279.5,
2026-01-23,0.0,300.9,
2026-01-30,0.0,304.1,
2026-02-06,0.0,299.8,
2026-02-13,0.0,308.8,
2026-02-20,0.0,297.5,
2026-02-27,0.0,295.3,
2026-03-06,0.0,284.1,
2026-03-13,0.0,284.8,
2026-03-19,0.0,295.0,
2026-03-27,0.0,295.6,
2026-04-03,0.0,309.1,
2026-04-10,0.0,326.0,
2026-04-17,0.0,294.1,
2026-04-24,0.0,300.7,
2026-05-01,0.0,302.4,
2026-05-15,0.3,306.9,1023.0
2026-05-22,0.0,311.2,
2026-05-29,0.0,280.0,
2026-07-17,0.0,182.5,
2026-07-24,0.0,165.5,
