week,margin_short,margin_long,ratio
2025-05-16,16.2,4469.4,275.89
2025-05-23,1.2,3334.2,2778.5
2025-05-30,31.2,3066.0,98.27
2025-06-06,0.0,3286.2,
2025-06-13,4.2,2961.0,705.0
2025-06-20,1.2,2723.4,2269.5
2025-06-23,0.0,2625.0,
2025-06-24,0.0,2753.4,
2025-06-25,0.0,2964.0,
2025-06-26,1.2,2782.8,2319.0
2025-06-27,1.2,2873.4,2394.5
2025-06-30,2.4,2863.8,1193.25
2025-07-04,0.0,3056.4,
2025-07-11,2.4,3100.8,1292.0
2025-07-18,0.0,2931.6,
2025-07-25,3.0,2743.2,914.4
2025-08-01,0.0,3272.4,
2025-08-08,7.2,2880.0,400.0
2025-08-15,0.0,2792.4,
2025-08-22,0.0,3568.2,
2025-08-29,0.6,3320.4,5534.0
2025-09-05,0.0,3703.2,
2025-09-12,45.6,3317.4,72.75
2025-09-19,6.0,4007.4,667.9
2025-09-26,1.2,3889.8,3241.5
2025-10-03,0.6,3714.0,6190.0
2025-10-10,1.2,3704.4,3087.0
2025-10-17,0.6,3651.6,6086.0
2025-10-24,0.0,3286.2,
2025-10-31,0.0,3073.0,
2025-11-07,0.0,3104.6,
2025-11-14,0.0,3074.8,
2025-11-21,0.0,2827.7,
2025-11-28,0.0,3381.0,
2025-12-05,0.4,2755.7,6889.25
2025-12-12,0.0,3056.0,
2025-12-19,0.0,2686.1,
2025-12-26,0.0,2621.4,
2026-01-09,0.0,2633.9,
2026-01-16,0.0,2630.5,
2026-01-23,3.8,2666.5,701.71
2026-01-30,0.0,2605.2,
2026-02-06,0.0,2633.5,
2026-02-13,0.0,2679.8,
2026-02-20,0.1,3097.8,30978.0
2026-02-27,2.4,3138.5,1307.71
2026-03-06,0.5,2949.6,5899.2
2026-03-13,0.2,2903.2,14516.0
2026-03-19,0.0,2999.1,
2026-03-27,0.0,2769.3,
2026-04-03,0.0,2467.9,
2026-04-10,0.0,2459.2,
2026-04-17,0.0,2328.1,
2026-04-24,0.1,2331.9,23319.0
2026-05-01,0.1,2286.7,22867.0
2026-05-15,0.0,2151.5,
2026-05-22,0.0,2209.4,
2026-05-29,0.0,2409.6,
2026-06-05,0.0,2453.3,
2026-06-12,6.5,2722.2,418.8
2026-06-19,0.0,2989.3,
2026-06-26,0.0,2967.4,
2026-07-17,376.7,2908.5,7.72
2026-07-24,378.0,2940.0,7.78
