week,margin_short,margin_long,ratio
2025-10-24,2.0,0.0,0.0
2025-10-31,0.4,762.0,1905.0
2025-11-07,0.0,746.4,
2025-11-14,0.0,760.5,
2025-11-21,0.1,788.3,7883.0
2025-11-28,0.0,774.5,
2025-12-05,0.0,806.3,
2025-12-12,0.0,866.6,
2025-12-19,0.0,799.4,
2025-12-26,0.0,723.6,
2026-01-09,0.0,698.6,
2026-01-16,0.0,684.8,
2026-01-23,0.0,699.9,
2026-01-30,0.0,672.9,
2026-02-06,0.0,651.0,
2026-02-13,0.0,635.3,
2026-02-20,0.0,616.7,
2026-02-27,1.0,679.9,679.9
2026-03-06,0.0,658.0,
2026-03-13,0.0,642.8,
2026-03-19,0.0,668.1,
2026-03-27,0.0,632.3,
2026-04-03,0.0,596.6,
2026-04-10,0.0,572.1,
2026-04-17,0.0,556.5,
2026-04-24,0.0,533.7,
2026-05-01,0.0,531.5,
2026-05-15,0.0,527.5,
2026-05-22,0.1,520.9,5209.0
2026-05-29,0.0,506.5,
2026-06-05,0.0,504.1,
2026-06-12,0.0,494.4,
2026-06-19,0.0,483.5,
2026-06-26,0.0,453.9,
