date,open,high,low,close,adj close,volume,dividends,stock splits
2025-12-04,312.0,318.0,310.0,316.0,308.33941650390625,123900,0.0,0.0
2025-12-05,316.0,322.0,312.0,313.0,305.4121398925781,114800,0.0,0.0
2025-12-08,313.0,323.0,312.0,314.0,306.38787841796875,113700,0.0,0.0
2025-12-09,314.0,314.0,308.0,312.0,304.4363708496094,141600,0.0,0.0
2025-12-10,314.0,318.0,312.0,312.0,304.4363708496094,82700,0.0,0.0
2025-12-11,316.0,316.0,311.0,313.0,305.4121398925781,88500,0.0,0.0
2025-12-12,313.0,315.0,312.0,314.0,306.38787841796875,66800,0.0,0.0
2025-12-15,315.0,330.0,314.0,322.0,314.1939392089844,234100,0.0,0.0
2025-12-16,325.0,326.0,321.0,323.0,315.1697082519531,63500,0.0,0.0
2025-12-17,326.0,326.0,316.0,325.0,317.1212158203125,94300,0.0,0.0
2025-12-18,325.0,327.0,322.0,327.0,319.0727233886719,103400,0.0,0.0
2025-12-19,327.0,328.0,324.0,328.0,320.0484924316406,65000,0.0,0.0
2025-12-22,330.0,337.0,329.0,331.0,322.97576904296875,213800,0.0,0.0
2025-12-23,332.0,336.0,330.0,333.0,324.9272766113281,92400,0.0,0.0
2025-12-24,334.0,334.0,329.0,330.0,322.0,105000,0.0,0.0
2025-12-25,333.0,334.0,329.0,331.0,322.97576904296875,93200,0.0,0.0
2025-12-26,332.0,341.0,330.0,334.0,325.9030456542969,247400,0.0,0.0
2025-12-29,337.0,350.0,334.0,342.0,333.7091064453125,265500,0.0,0.0
2025-12-30,346.0,352.0,344.0,349.0,340.5393981933594,91800,0.0,0.0
2026-01-05,356.0,357.0,345.0,345.0,336.6363830566406,186600,0.0,0.0
2026-01-06,347.0,354.0,346.0,347.0,338.587890625,129500,0.0,0.0
2026-01-07,349.0,360.0,347.0,357.0,348.345458984375,153900,0.0,0.0
2026-01-08,359.0,366.0,358.0,363.0,354.20001220703125,126000,0.0,0.0
2026-01-09,368.0,374.0,364.0,369.0,360.0545654296875,198400,0.0,0.0
2026-01-13,375.0,379.0,365.0,369.0,360.0545654296875,183300,0.0,0.0
2026-01-14,368.0,371.0,358.0,363.0,354.20001220703125,181700,0.0,0.0
2026-01-15,362.0,369.0,361.0,368.0,359.07879638671875,104300,0.0,0.0
2026-01-16,370.0,373.0,365.0,371.0,362.0060729980469,107800,0.0,0.0
2026-01-19,372.0,376.0,367.0,373.0,363.95758056640625,120800,0.0,0.0
2026-01-20,376.0,377.0,368.0,371.0,362.0060729980469,161100,0.0,0.0
2026-01-21,367.0,368.0,361.0,365.0,356.1515197753906,133800,0.0,0.0
2026-01-22,363.0,365.0,359.0,362.0,353.2242431640625,122400,0.0,0.0
2026-01-23,366.0,367.0,362.0,365.0,356.1515197753906,102800,0.0,0.0
2026-01-26,367.0,367.0,354.0,359.0,350.2969665527344,192800,0.0,0.0
2026-01-27,357.0,360.0,352.0,359.0,350.2969665527344,142600,0.0,0.0
2026-01-28,360.0,360.0,351.0,353.0,344.44244384765625,151600,0.0,0.0
2026-01-29,353.0,354.0,348.0,352.0,343.4666748046875,139400,0.0,0.0
2026-01-30,352.0,360.0,352.0,359.0,350.2969665527344,73000,0.0,0.0
2026-02-02,360.0,362.0,352.0,352.0,343.4666748046875,77400,0.0,0.0
2026-02-03,355.0,359.0,352.0,352.0,343.4666748046875,86100,0.0,0.0
2026-02-04,353.0,354.0,350.0,351.0,342.49090576171875,84200,0.0,0.0
2026-02-05,350.0,356.0,350.0,352.0,343.4666748046875,78500,0.0,0.0
2026-02-06,352.0,353.0,350.0,352.0,343.4666748046875,68300,0.0,0.0
2026-02-09,358.0,359.0,354.0,355.0,346.3939514160156,149800,0.0,0.0
