week,margin_short,margin_long,ratio
2025-05-16,0.0,120.2,
2025-05-23,0.0,120.8,
2025-05-30,0.0,121.5,
2025-06-06,0.0,122.2,
2025-06-13,0.0,91.0,
2025-06-20,0.0,96.9,
2025-07-04,0.0,116.9,
2025-07-11,0.7,145.3,207.57
2025-07-18,0.0,144.2,
2025-07-25,0.0,145.7,
2025-08-01,0.0,137.2,
2025-08-08,0.1,140.3,1403.0
2025-08-15,0.0,162.1,
2025-08-22,0.0,170.2,
2025-08-29,0.0,168.0,
2025-09-05,0.0,152.0,
2025-09-12,0.0,155.9,
2025-09-19,0.0,177.6,
2025-09-26,0.0,176.6,
2025-10-03,0.0,176.7,
2025-10-10,0.0,192.5,
2025-10-17,0.0,185.2,
2025-10-24,0.0,186.7,
2025-10-31,0.0,191.7,
2025-11-07,0.0,106.6,
2025-11-14,0.0,106.0,
2025-11-21,0.0,99.7,
2025-11-28,0.0,104.9,
2025-12-05,0.0,114.2,
2025-12-12,0.0,135.5,
2025-12-19,0.0,150.1,
2025-12-26,0.0,185.8,
2026-01-09,0.0,199.3,
2026-01-16,0.0,222.8,
2026-01-23,0.0,215.6,
2026-01-30,0.0,211.3,
2026-02-06,0.0,213.3,
2026-02-13,0.0,226.6,
2026-02-20,0.0,236.5,
2026-02-27,0.0,233.1,
2026-03-06,0.0,230.1,
2026-03-13,0.0,226.6,
2026-03-19,0.0,226.3,
2026-03-27,0.0,222.2,
2026-04-03,0.0,220.4,
2026-04-10,0.0,214.0,
2026-04-17,0.0,218.6,
2026-04-24,0.0,215.3,
2026-05-01,0.0,214.9,
2026-05-15,0.0,216.9,
2026-05-22,0.0,203.4,
2026-05-29,0.0,175.2,
2026-06-05,0.0,144.4,
2026-06-12,0.0,135.2,
2026-06-19,0.0,120.5,
2026-06-26,0.0,118.5,
2026-07-17,0.0,111.3,
2026-07-24,0.0,106.9,
2026-07-31,0.0,105.8,
