week,margin_short,margin_long,ratio
2025-05-16,0.0,67.8,
2025-05-23,0.0,83.9,
2025-05-30,0.2,70.7,353.5
2025-06-06,0.0,65.4,
2025-06-13,0.0,66.6,
2025-06-20,0.0,66.6,
2025-07-04,0.0,72.9,
2025-07-11,0.0,69.7,
2025-07-18,0.3,104.0,346.67
2025-07-25,0.0,118.1,
2025-08-01,0.0,121.9,
2025-08-08,0.0,128.8,
2025-08-15,0.0,131.1,
2025-08-22,0.0,129.5,
2025-08-29,0.0,136.2,
2025-09-05,0.0,136.1,
2025-09-12,0.0,129.4,
2025-09-19,0.0,116.6,
2025-09-26,0.0,109.0,
2025-10-03,0.0,113.6,
2025-10-10,0.0,123.6,
2025-10-17,0.0,120.8,
2025-10-24,0.0,109.7,
2025-10-31,0.0,110.5,
2025-11-07,0.0,110.8,
2025-11-14,0.0,111.5,
2025-11-21,0.0,102.4,
2025-11-28,0.0,88.4,
2025-12-05,0.0,103.8,
2025-12-12,0.0,100.9,
2025-12-19,0.0,105.2,
2025-12-26,1.3,110.2,84.77
2026-01-09,0.0,217.5,
2026-01-16,0.0,200.4,
2026-01-23,0.0,194.8,
2026-01-30,0.0,183.8,
2026-02-06,0.0,180.1,
2026-02-13,0.0,157.4,
2026-02-20,0.0,160.9,
2026-02-27,0.0,148.7,
2026-03-06,0.0,150.0,
2026-03-13,0.0,148.1,
2026-03-19,0.0,152.0,
2026-03-20,0.0,152000.0,
2026-03-27,0.0,143.3,
2026-04-03,0.0,133.9,
2026-04-10,0.0,131.0,
2026-04-17,0.0,149.9,
2026-04-24,0.0,133.5,
2026-05-01,0.0,127.9,
2026-05-15,0.0,132.2,
2026-05-22,0.0,198.0,
2026-05-29,0.2,267.6,1338.0
2026-06-05,0.0,262.9,
2026-06-12,0.0,239.8,
2026-06-19,0.0,240.8,
2026-06-26,0.0,235.6,
2026-07-17,0.5,242.7,485.4
2026-07-24,0.0,279.3,
2026-07-31,0.0,223.9,
2026-08-07,0.0,201.3,
2026-08-14,0.0,188.2,
2026-08-21,0.0,188.4,
