week,margin_short,margin_long,ratio
2025-05-16,5.5,196.4,35.71
2025-05-23,20.4,164.9,8.08
2025-05-30,38.5,136.8,3.55
2025-06-06,30.3,127.8,4.22
2025-06-13,19.1,126.9,6.64
2025-06-20,17.1,128.1,7.49
2025-07-04,14.5,134.6,9.28
2025-07-11,16.4,138.6,8.45
2025-07-18,11.8,137.5,11.65
2025-07-25,9.0,139.7,15.52
2025-08-01,10.2,149.6,14.67
2025-08-08,10.0,162.5,16.25
2025-08-15,10.1,145.9,14.45
2025-08-22,9.3,150.3,16.16
2025-08-29,8.9,165.4,18.58
2025-09-05,7.5,165.0,22.0
2025-09-12,7.7,157.3,20.43
2025-09-19,8.7,159.6,18.34
2025-09-26,12.2,154.0,12.62
2025-10-03,8.7,168.7,19.39
2025-10-10,10.1,156.6,15.5
2025-10-17,9.7,153.7,15.85
2025-10-24,9.7,145.6,15.01
2025-10-31,7.7,140.5,18.25
2025-11-07,7.5,160.6,21.41
2025-11-14,5.1,153.7,30.14
2025-11-21,4.1,127.6,31.12
2025-11-28,5.0,134.2,26.84
2025-12-05,3.7,126.5,34.19
2025-12-12,3.0,113.9,37.97
2025-12-19,3.1,107.6,34.71
2025-12-26,4.3,103.5,24.07
2026-01-09,4.2,94.5,22.5
2026-01-16,4.8,90.7,18.9
2026-01-23,5.2,95.9,18.44
2026-01-30,5.1,75.2,14.75
2026-02-06,5.0,83.6,16.72
2026-02-13,9.5,100.1,10.54
2026-02-20,9.2,73.8,8.02
2026-02-27,8.3,66.6,8.02
2026-03-06,4.4,72.7,16.52
2026-03-13,4.2,82.7,19.69
2026-03-19,3.8,102.7,27.03
2026-03-20,3800.0,102700.0,27.03
2026-03-27,13.0,110.6,8.51
2026-04-03,4.3,107.9,25.09
2026-04-10,4.0,96.6,24.15
2026-04-17,5.3,92.8,17.51
2026-04-24,4.8,92.3,19.23
2026-05-01,4.6,97.8,21.26
2026-05-15,3.8,115.5,30.39
2026-05-22,5.3,82.9,15.64
2026-05-29,8.3,79.5,9.58
2026-07-17,14.1,77.0,5.46
2026-07-24,13.9,79.9,5.75
2026-07-31,13.6,71.5,5.26
2026-08-07,15.1,82.1,5.44
