week,margin_short,margin_long,ratio
2025-05-16,20.4,315.3,15.46
2025-05-23,26.0,301.7,11.6
2025-05-30,29.0,273.7,9.44
2025-06-06,11.5,273.2,23.76
2025-06-13,11.0,278.9,25.35
2025-06-20,12.6,270.8,21.49
2025-07-04,7.1,185.7,26.15
2025-07-11,7.3,188.5,25.82
2025-07-18,8.1,180.3,22.26
2025-07-25,29.0,299.9,10.34
2025-07-30,367.1,655.8,1.79
2025-07-31,1259.5,916.3,0.73
2025-08-01,612.7,956.7,1.56
2025-08-04,493.8,876.7,1.78
2025-08-05,521.0,849.8,1.63
2025-08-06,449.0,764.8,1.7
2025-08-07,418.3,735.2,1.76
2025-08-08,380.5,626.4,1.65
2025-08-12,338.4,580.7,1.72
2025-08-13,313.8,561.6,1.79
2025-08-14,295.3,554.7,1.88
2025-08-15,268.7,551.9,2.05
2025-08-18,243.9,536.1,2.2
2025-08-19,235.6,537.0,2.28
2025-08-20,221.8,518.7,2.34
2025-08-21,206.3,514.2,2.49
2025-08-22,197.1,514.1,2.61
2025-08-25,200.5,531.3,2.65
2025-08-26,266.0,599.9,2.26
2025-08-27,245.5,501.7,2.04
2025-08-28,190.1,467.4,2.46
2025-08-29,176.2,506.6,2.88
2025-09-01,164.0,525.5,3.2
2025-09-02,164.4,524.2,3.19
2025-09-03,161.9,482.4,2.98
2025-09-04,153.6,501.5,3.26
2025-09-05,243.7,514.7,2.11
2025-09-08,448.6,611.8,1.36
2025-09-09,340.5,517.6,1.52
2025-09-10,287.0,515.2,1.8
2025-09-11,225.3,487.6,2.16
2025-09-12,180.9,478.5,2.65
2025-09-16,167.3,483.6,2.89
2025-09-17,159.4,491.3,3.08
2025-09-18,149.9,501.4,3.34
2025-09-19,148.0,509.3,3.44
2025-09-22,138.1,519.9,3.76
2025-09-24,131.5,520.1,3.96
2025-09-25,132.0,512.6,3.88
2025-09-26,127.9,507.5,3.97
2025-09-29,141.8,580.4,4.09
2025-09-30,138.9,567.8,4.09
2025-10-01,136.7,554.1,4.05
2025-10-02,137.6,540.3,3.93
2025-10-03,146.6,543.0,3.7
2025-10-06,144.7,564.6,3.9
2025-10-10,169.5,552.8,3.26
2025-10-17,146.7,531.9,3.63
2025-10-24,168.6,480.2,2.85
2025-10-31,161.7,468.0,2.89
2025-11-07,187.5,454.8,2.43
2025-11-14,181.8,411.8,2.27
2025-11-21,273.8,506.7,1.85
2025-11-25,488.0,605.0,1.24
2025-11-26,529.9,671.3,1.27
2025-11-27,485.0,629.5,1.3
2025-11-28,361.1,540.1,1.5
2025-12-01,391.7,548.4,1.4
2025-12-02,332.8,556.7,1.67
2025-12-03,322.1,548.6,1.7
2025-12-04,282.2,529.5,1.88
2025-12-05,236.3,524.1,2.22
2025-12-08,232.8,524.8,2.25
2025-12-09,245.0,579.0,2.36
2025-12-10,269.9,618.2,2.29
2025-12-11,261.3,627.9,2.4
2025-12-12,253.8,639.1,2.52
2025-12-15,247.4,641.4,2.59
2025-12-16,227.0,620.0,2.73
2025-12-17,220.5,621.1,2.82
2025-12-18,220.9,609.0,2.76
2025-12-19,224.3,551.3,2.46
2025-12-22,216.8,547.2,2.52
2025-12-23,212.9,517.8,2.43
2025-12-24,213.6,492.3,2.3
2025-12-25,225.7,479.7,2.13
2025-12-26,254.8,468.4,1.84
2025-12-29,206.1,474.6,2.3
2025-12-30,202.1,483.3,2.39
2026-01-05,202.8,478.8,2.36
2026-01-06,211.5,472.9,2.24
2026-01-09,191.5,530.1,2.77
2026-01-16,201.0,497.0,2.47
2026-01-23,202.1,463.4,2.29
2026-01-30,121.6,467.8,3.85
2026-02-06,95.7,449.0,4.69
2026-02-13,102.1,439.0,4.3
2026-02-20,89.5,479.5,5.36
2026-02-27,90.3,463.2,5.13
2026-03-06,98.0,442.2,4.51
2026-03-13,105.2,431.0,4.1
2026-03-19,161.7,401.2,2.48
2026-03-27,188.5,390.9,2.07
2026-04-03,154.3,378.4,2.45
2026-04-10,123.1,349.3,2.84
2026-04-17,96.4,321.2,3.33
2026-04-24,94.0,320.6,3.41
2026-05-01,80.0,324.9,4.06
2026-05-15,86.4,327.7,3.79
2026-05-22,60.3,398.5,6.61
2026-05-29,51.6,374.8,7.26
