date,open,high,low,close,adj close,volume,dividends,stock splits
2025-12-12,2227.0,2278.0,2223.0,2263.0,2156.541748046875,154100,0.0,0.0
2025-12-15,2263.0,2277.0,2248.0,2277.0,2169.883056640625,112800,0.0,0.0
2025-12-16,2277.0,2285.0,2258.0,2268.0,2161.306396484375,129000,0.0,0.0
2025-12-17,2273.0,2285.0,2251.0,2277.0,2169.883056640625,114400,0.0,0.0
2025-12-18,2266.0,2282.0,2242.0,2268.0,2161.306396484375,149500,0.0,0.0
2025-12-19,2268.0,2317.0,2267.0,2306.0,2197.518798828125,192900,0.0,0.0
2025-12-22,2326.0,2343.0,2286.0,2304.0,2195.61279296875,157600,0.0,0.0
2025-12-23,2304.0,2332.0,2296.0,2320.0,2210.860107421875,71100,0.0,0.0
2025-12-24,2330.0,2345.0,2327.0,2335.0,2225.154541015625,107900,0.0,0.0
2025-12-25,2360.0,2405.0,2346.0,2397.0,2284.23779296875,296100,0.0,0.0
2025-12-26,2392.0,2409.0,2308.0,2352.0,2241.354736328125,302900,0.0,0.0
2025-12-29,2348.0,2370.0,2340.0,2351.0,2240.40185546875,189900,0.0,0.0
2025-12-30,2343.0,2374.0,2331.0,2356.0,2245.166748046875,141700,0.0,0.0
2026-01-05,2371.0,2381.0,2351.0,2357.0,2246.11962890625,174000,0.0,0.0
2026-01-06,2360.0,2439.0,2360.0,2415.0,2301.39111328125,312000,0.0,0.0
2026-01-07,2400.0,2431.0,2397.0,2425.0,2310.920654296875,156200,0.0,0.0
2026-01-08,2416.0,2468.0,2416.0,2439.0,2324.261962890625,191500,0.0,0.0
2026-01-09,2446.0,2460.0,2434.0,2451.0,2335.697509765625,88500,0.0,0.0
2026-01-13,2468.0,2501.0,2452.0,2493.0,2375.7216796875,246100,0.0,0.0
2026-01-14,2500.0,2515.0,2488.0,2504.0,2386.204345703125,183300,0.0,0.0
2026-01-15,2513.0,2571.0,2513.0,2551.0,2430.9931640625,317900,0.0,0.0
2026-01-16,2543.0,2568.0,2517.0,2568.0,2447.193603515625,135500,0.0,0.0
2026-01-19,2556.0,2580.0,2523.0,2561.0,2440.522705078125,208600,0.0,0.0
2026-01-20,2562.0,2580.0,2538.0,2562.0,2441.475830078125,194200,0.0,0.0
2026-01-21,2520.0,2552.0,2518.0,2546.0,2426.228515625,152600,0.0,0.0
2026-01-22,2552.0,2586.0,2543.0,2576.0,2454.817138671875,206300,0.0,0.0
2026-01-23,2590.0,2606.0,2580.0,2587.0,2465.2998046875,205000,0.0,0.0
2026-01-26,2553.0,2560.0,2485.0,2485.0,2368.09814453125,253800,0.0,0.0
2026-01-27,2485.0,2498.0,2435.0,2485.0,2368.09814453125,175700,0.0,0.0
2026-01-28,2461.0,2461.0,2405.0,2422.0,2308.061767578125,171400,0.0,0.0
2026-01-29,2422.0,2441.0,2377.0,2426.0,2311.87353515625,159100,0.0,0.0
2026-01-30,2425.0,2437.0,2406.0,2427.0,2312.82666015625,108100,0.0,0.0
2026-02-02,2447.0,2483.0,2393.0,2401.0,2288.0498046875,226600,0.0,0.0
2026-02-03,2425.0,2471.0,2425.0,2460.0,2344.274169921875,174700,0.0,0.0
2026-02-04,2454.0,2486.0,2443.0,2466.0,2349.991943359375,116800,0.0,0.0
2026-02-05,2487.0,2496.0,2468.0,2491.0,2373.81591796875,133300,0.0,0.0
2026-02-06,2500.0,2568.0,2483.0,2557.0,2436.7109375,193600,0.0,0.0
2026-02-09,2650.0,2661.0,2611.0,2631.0,2507.229736328125,364600,0.0,0.0
2026-02-10,2649.0,2684.0,2633.0,2670.0,2544.39501953125,307500,0.0,0.0
2026-02-12,2682.0,2684.0,2557.0,2650.0,2525.3359375,472500,0.0,0.0
2026-02-13,2650.0,2661.0,2532.0,2567.0,2446.240478515625,360900,0.0,0.0
