week,margin_short,margin_long,ratio
2025-10-17,0.8,0.0,0.0
2025-10-24,0.0,781.7,
2025-10-31,0.0,789.5,
2025-11-07,0.0,788.5,
2025-11-14,0.0,890.3,
2025-11-21,0.0,732.4,
2025-11-28,0.0,745.3,
2025-12-05,0.0,741.4,
2025-12-12,0.0,717.1,
2025-12-19,0.0,644.0,
2025-12-26,0.0,573.1,
2026-01-09,0.0,527.6,
2026-01-16,0.0,514.5,
2026-01-23,0.0,492.0,
2026-01-30,0.0,490.7,
2026-02-06,0.0,493.7,
2026-02-13,0.0,430.3,
2026-02-20,0.0,461.4,
2026-02-27,0.0,422.7,
2026-03-06,0.0,411.1,
2026-03-13,0.0,402.3,
2026-03-19,0.0,398.4,
2026-03-27,0.0,359.8,
2026-04-03,0.0,364.9,
2026-04-10,0.0,352.8,
2026-04-17,0.0,356.4,
2026-04-24,0.0,408.4,
2026-05-01,0.0,418.3,
2026-05-15,0.0,441.5,
2026-05-22,0.0,422.4,
2026-05-29,0.0,424.1,
2026-07-17,0.0,379.4,
2026-07-24,0.0,370.4,
2026-07-31,0.0,331.5,
2026-08-07,0.0,347.1,
