week,margin_short,margin_long,ratio
2025-12-19,0.0,1500200.0,
2025-12-26,597.0,6596.4,11.05
2026-01-09,32.7,7964.4,243.56
2026-01-16,10.2,8446.8,828.12
2026-01-23,2.7,9588.0,3551.11
2026-01-30,5.7,9619.5,1687.63
2026-02-06,0.6,9167.1,15278.5
2026-02-13,8.1,7334.4,905.48
2026-02-18,40.8,6808.2,166.87
2026-02-19,5.4,6901.2,1278.0
2026-02-20,6.0,6739.5,1123.25
2026-02-24,21.3,5940.3,278.89
2026-02-25,0.6,6016.5,10027.5
2026-02-26,3.6,6059.1,1683.08
2026-02-27,6.3,5557.5,882.14
2026-03-02,75.9,5577.6,73.49
2026-03-03,3.0,5439.0,1813.0
2026-03-04,0.6,5037.0,8395.0
2026-03-05,7.5,5388.6,718.48
2026-03-06,0.0,5605.5,
2026-03-09,9.0,5303.7,589.3
2026-03-10,0.9,5124.6,5694.0
2026-03-11,1.2,4880.1,4066.75
2026-03-12,7.8,5254.5,673.65
2026-03-13,20.7,4840.5,233.84
2026-03-16,14.4,4998.6,347.13
2026-03-17,9.3,4645.2,499.48
2026-03-18,13.5,4454.4,329.96
2026-03-19,1.2,4269.6,3558.0
2026-03-20,400.0,1423200.0,3558.0
2026-03-23,0.3,3981.0,13270.0
2026-03-24,12.6,3889.2,308.67
2026-03-25,15.3,4400.7,287.63
2026-03-26,1.2,4191.3,3492.75
2026-03-27,2.1,4353.9,2073.29
2026-03-30,5.7,4113.9,721.74
2026-03-31,3.0,4562.1,1520.7
2026-04-01,23.7,4110.0,173.42
2026-04-02,0.3,4369.8,14566.0
2026-04-03,34.8,4171.5,119.87
2026-04-06,3.0,4439.4,1479.8
2026-04-07,2.7,4784.7,1772.11
2026-04-08,8.7,4616.7,530.66
2026-04-09,4.8,4607.7,959.94
2026-04-10,11.4,4227.0,370.79
2026-04-13,0.9,4713.6,5237.33
2026-04-14,0.3,4622.1,15407.0
2026-04-15,0.6,4471.8,7453.0
2026-04-16,0.3,4035.6,13452.0
2026-04-17,0.3,4412.1,14707.0
2026-04-20,0.3,4361.7,14539.0
2026-04-21,0.9,4138.8,4598.67
2026-04-22,1.5,3842.1,2561.4
2026-04-23,0.3,4026.9,13423.0
2026-04-24,0.6,3437.7,5729.5
2026-04-27,5.1,3153.6,618.35
2026-04-28,5.4,3065.4,567.67
2026-04-30,15.3,3090.3,201.98
2026-05-01,8.4,3411.0,406.07
2026-05-07,7.8,3420.3,438.5
2026-05-08,26.7,3134.4,117.39
2026-05-11,9.6,3372.9,351.34
2026-05-12,10.5,3512.1,334.49
2026-05-13,4.5,3513.6,780.8
2026-05-14,30.6,3406.5,111.32
2026-05-15,2.1,3238.8,1542.29
2026-05-18,2.7,3072.3,1137.89
2026-05-19,8.4,3018.6,359.36
2026-05-20,0.3,3117.0,10390.0
2026-05-21,3.9,3284.1,842.08
2026-05-22,1.5,3266.1,2177.4
2026-05-25,0.0,2883.0,
2026-05-26,0.0,3131.4,
2026-05-27,0.0,3070.2,
2026-05-28,0.0,3023.6,
2026-05-29,0.1,2998.0,29980.0
2026-06-01,0.3,2854.9,9516.33
2026-06-02,0.0,2826.7,
2026-06-03,0.0,2862.3,
2026-06-04,7.1,3412.5,480.63
2026-06-05,0.9,3448.5,3831.67
2026-06-08,0.0,3297.6,
2026-06-09,0.1,3304.2,33042.0
2026-06-12,1.2,3375.8,2813.17
2026-06-19,2.6,5450.2,2096.23
2026-06-26,0.4,6214.4,15536.0
2026-07-17,6.1,5997.5,983.2
2026-07-24,6.5,6332.1,974.17
2026-07-31,6.6,5673.5,859.62
2026-08-07,6.3,5439.6,863.43
