week,margin_short,margin_long,ratio
2025-05-16,0.0,175.6,
2025-05-23,0.0,163.4,
2025-05-30,0.0,159.6,
2025-06-06,0.0,151.0,
2025-06-13,0.0,138.4,
2025-06-20,0.0,180.6,
2025-07-04,0.0,171.9,
2025-07-11,0.0,173.0,
2025-07-18,0.0,167.2,
2025-07-25,0.0,168.0,
2025-08-01,0.0,156.8,
2025-08-08,1.2,186.8,155.67
2025-08-15,0.0,185.9,
2025-08-22,0.0,186.4,
2025-08-29,0.0,190.6,
2025-09-05,11.6,259.9,22.41
2025-09-12,0.0,314.6,
2025-09-19,0.0,304.0,
2025-09-26,0.0,316.7,
2025-10-03,0.0,301.0,
2025-10-10,0.0,296.0,
2025-10-17,0.0,302.9,
2025-10-24,0.0,302.7,
2025-10-31,0.0,307.2,
2025-11-07,0.0,309.8,
2025-11-14,0.0,304.4,
2025-11-21,0.0,315.9,
2025-11-28,0.0,332.2,
2025-12-05,0.0,328.7,
2025-12-12,0.0,295.8,
2025-12-19,0.0,277.9,
2025-12-26,0.0,239.6,
2026-01-09,0.0,223.0,
2026-01-16,0.0,222.0,
2026-01-23,0.0,225.6,
2026-01-30,0.0,227.2,
2026-02-06,0.0,224.3,
2026-02-13,0.8,229.3,286.63
2026-02-20,0.0,312.8,
2026-02-27,0.0,357.3,
2026-03-06,0.0,339.2,
2026-03-13,0.0,329.9,
2026-03-19,0.0,336.7,
2026-03-20,0.0,336700.0,
2026-03-27,0.0,393.0,
2026-04-03,0.0,361.6,
2026-04-10,0.0,340.3,
2026-04-17,0.0,312.8,
2026-04-24,0.0,301.3,
2026-05-01,0.0,296.3,
2026-05-15,0.0,292.7,
2026-05-22,0.0,285.5,
2026-05-29,0.0,206.9,
2026-06-05,0.0,200.5,
2026-06-12,0.0,203.7,
2026-06-19,0.0,207.4,
2026-06-26,0.0,193.9,
2026-07-17,0.0,281.5,
2026-07-24,0.0,281.9,
2026-07-31,0.0,280.8,
2026-08-07,0.0,278.3,
2026-08-14,0.0,317.4,
2026-08-21,0.0,321.9,
