week,margin_short,margin_long,ratio
2025-05-16,0.0,2201.6,
2025-05-23,0.0,2151.4,
2025-05-30,0.0,2058.2,
2025-06-06,0.0,2037.5,
2025-06-13,8.4,1872.5,222.92
2025-06-20,0.0,1768.6,
2025-07-04,0.0,2202.1,
2025-07-11,0.6,2260.4,3767.33
2025-07-18,0.0,2282.7,
2025-07-25,0.3,2091.6,6972.0
2025-08-01,0.0,2255.9,
2025-08-08,0.0,2173.7,
2025-08-15,49.2,2177.1,44.25
2025-08-22,89.3,2244.3,25.13
2025-08-29,81.0,2408.8,29.74
2025-09-05,119.8,2293.8,19.15
2025-09-12,179.6,2542.5,14.16
2025-09-19,169.5,2636.2,15.55
2025-09-26,277.0,3017.4,10.89
2025-10-03,487.3,2477.6,5.08
2025-10-10,840.0,2352.6,2.8
2025-10-17,817.5,2185.7,2.67
2025-10-24,795.0,2231.6,2.81
2025-10-31,784.4,2173.4,2.77
2025-11-07,780.8,2302.5,2.95
2025-11-14,768.6,2141.7,2.79
2025-11-21,765.0,2090.7,2.73
2025-11-28,758.8,2063.1,2.72
2025-12-05,820.3,2004.4,2.44
2025-12-08,1063.4,2068.3,1.94
2025-12-09,1038.6,2054.7,1.98
2025-12-10,1031.4,2150.2,2.08
2025-12-11,1013.8,2158.5,2.13
2025-12-12,983.0,1969.4,2.0
2025-12-15,982.2,1880.4,1.91
2025-12-16,978.4,1884.9,1.93
2025-12-17,977.3,1886.0,1.93
2025-12-18,966.5,1871.8,1.94
2025-12-19,959.1,1853.0,1.93
2025-12-22,952.8,1879.4,1.97
2025-12-23,949.9,1854.9,1.95
2025-12-24,944.1,1900.3,2.01
2025-12-25,943.5,1874.4,1.99
2025-12-26,941.4,1867.8,1.98
2025-12-29,940.8,1828.5,1.94
2025-12-30,939.0,1850.7,1.97
2026-01-05,938.4,1841.1,1.96
2026-01-06,938.4,1826.6,1.95
2026-01-07,938.2,1845.9,1.97
2026-01-08,938.2,1833.2,1.95
2026-01-09,937.2,1858.4,1.98
2026-01-13,936.3,1809.2,1.93
2026-01-14,936.0,1812.7,1.94
2026-01-15,936.3,1804.8,1.93
2026-01-16,935.4,1823.4,1.95
2026-01-19,935.3,1786.6,1.91
2026-01-20,885.2,1842.2,2.08
2026-01-21,885.0,1844.1,2.08
2026-01-22,884.9,1840.2,2.08
2026-01-23,884.7,1806.2,2.04
2026-01-26,884.7,1774.0,2.01
2026-01-27,884.7,1766.4,2.0
2026-01-28,884.5,1757.5,1.99
2026-01-29,884.4,1744.1,1.97
2026-01-30,884.3,1741.4,1.97
2026-02-02,884.1,1732.8,1.96
2026-02-03,884.1,1716.5,1.94
2026-02-04,881.6,1730.5,1.96
2026-02-05,880.5,1729.3,1.96
2026-02-06,880.0,1765.0,2.01
2026-02-09,880.0,1750.1,1.99
2026-02-10,879.9,1738.2,1.98
2026-02-12,879.8,1745.3,1.98
2026-02-13,729.1,1773.4,2.43
2026-02-16,724.7,1819.3,2.51
2026-02-17,738.9,1835.8,2.48
2026-02-18,777.1,1775.5,2.28
2026-02-19,800.1,1796.5,2.25
2026-02-20,802.9,1820.8,2.27
2026-02-24,810.3,1835.1,2.26
2026-02-25,814.3,1792.1,2.2
2026-02-26,817.2,1811.6,2.22
2026-02-27,816.2,1743.4,2.14
2026-03-02,819.5,1767.0,2.16
2026-03-03,829.1,1795.0,2.16
2026-03-04,845.7,1765.2,2.09
2026-03-05,848.1,1729.5,2.04
2026-03-06,844.9,1670.9,1.98
2026-03-09,743.0,1695.5,2.28
2026-03-10,552.2,1647.3,2.98
2026-03-11,553.5,1634.2,2.95
2026-03-12,543.6,1692.4,3.11
2026-03-13,547.5,1699.2,3.1
2026-03-16,552.3,1735.3,3.14
2026-03-17,550.2,1743.7,3.17
2026-03-18,661.2,1734.4,2.62
2026-03-19,655.7,1819.6,2.78
2026-03-20,655700.0,1819600.0,2.78
2026-03-23,662.6,1743.8,2.63
2026-03-24,654.7,1750.0,2.67
2026-03-25,665.7,1714.2,2.58
2026-03-26,669.4,1741.1,2.6
2026-03-27,684.9,1722.3,2.51
2026-03-30,699.4,1718.5,2.46
2026-03-31,690.1,1713.2,2.48
2026-04-01,685.4,1677.7,2.45
2026-04-02,678.8,1618.6,2.38
2026-04-03,677.8,1631.7,2.41
2026-04-06,674.3,1630.1,2.42
2026-04-07,674.8,1608.9,2.38
2026-04-08,677.2,1546.3,2.28
2026-04-09,778.3,1521.3,1.95
2026-04-10,771.7,1518.3,1.97
2026-04-13,766.7,1509.7,1.97
2026-04-14,761.3,1535.4,2.02
2026-04-15,759.8,1523.3,2.0
2026-04-16,754.4,1511.6,2.0
2026-04-17,753.2,1515.2,2.01
2026-04-20,549.2,1541.2,2.81
2026-04-21,548.3,1549.3,2.83
2026-04-22,542.1,1562.1,2.88
2026-04-23,537.9,1555.4,2.89
2026-04-24,533.9,1556.6,2.92
2026-04-27,527.9,1544.9,2.93
2026-04-28,524.5,1534.7,2.93
2026-04-30,514.7,1542.6,3.0
2026-05-01,512.9,1544.6,3.01
2026-05-07,512.1,1543.7,3.01
2026-05-08,505.8,1546.6,3.06
2026-05-11,505.5,1542.5,3.05
2026-05-12,353.3,1533.4,4.34
2026-05-13,352.1,1540.2,4.37
2026-05-14,348.0,1579.1,4.54
2026-05-15,345.8,1579.9,4.57
2026-05-18,310.5,1648.7,5.31
2026-05-19,347.0,1610.4,4.64
2026-05-20,373.2,1638.6,4.39
2026-05-21,393.0,1607.4,4.09
2026-05-22,394.0,1604.0,4.07
2026-05-25,381.8,1603.5,4.2
2026-05-26,378.4,1620.6,4.28
2026-05-27,379.3,1627.4,4.29
2026-05-28,385.0,1613.9,4.19
2026-05-29,380.9,1618.9,4.25
2026-06-01,469.9,1630.3,3.47
2026-06-02,449.4,1752.2,3.9
2026-06-03,430.1,1780.1,4.14
2026-06-04,423.9,1828.4,4.31
2026-06-05,417.7,1846.6,4.42
2026-06-08,411.4,1834.3,4.46
2026-06-09,410.7,1850.6,4.51
2026-06-10,407.6,1849.4,4.54
2026-06-11,444.6,1838.7,4.14
2026-06-12,443.5,1846.2,4.16
2026-06-15,447.4,1760.1,3.93
2026-06-16,438.7,1753.5,4.0
